Scenario1Forward;Load;1;333,31
Scenario1Forward;Initialize;1;50,85
Scenario1Forward;Transformation;1;28,16
Scenario1Forward;Load;1;341,97
Scenario1Forward;Initialize;1;42,30
Scenario1Forward;Transformation;1;26,03
Scenario1Forward;Load;1;334,30
Scenario1Forward;Initialize;1;47,98
Scenario1Forward;Transformation;1;32,50
Scenario1Forward;Load;1;315,41
Scenario1Forward;Initialize;1;41,53
Scenario1Forward;Transformation;1;27,07
Scenario1Forward;Load;1;367,28
Scenario1Forward;Initialize;1;48,10
Scenario1Forward;Transformation;1;28,24
Scenario1Forward;Load;10;334,37
Scenario1Forward;Initialize;10;44,84
Scenario1Forward;Transformation;10;27,30
Scenario1Forward;Load;10;351,77
Scenario1Forward;Initialize;10;49,11
Scenario1Forward;Transformation;10;35,20
Scenario1Forward;Load;10;350,51
Scenario1Forward;Initialize;10;47,47
Scenario1Forward;Transformation;10;33,12
Scenario1Forward;Load;10;365,24
Scenario1Forward;Initialize;10;52,73
Scenario1Forward;Transformation;10;29,75
Scenario1Forward;Load;10;320,82
Scenario1Forward;Initialize;10;47,89
Scenario1Forward;Transformation;10;29,90
Scenario1Forward;Load;100;322,11
Scenario1Forward;Initialize;100;46,99
Scenario1Forward;Transformation;100;30,45
Scenario1Forward;Load;100;373,31
Scenario1Forward;Initialize;100;49,17
Scenario1Forward;Transformation;100;29,71
Scenario1Forward;Load;100;441,24
Scenario1Forward;Initialize;100;63,12
Scenario1Forward;Transformation;100;46,75
Scenario1Forward;Load;100;330,21
Scenario1Forward;Initialize;100;46,32
Scenario1Forward;Transformation;100;34,12
Scenario1Forward;Load;100;459,81
Scenario1Forward;Initialize;100;49,70
Scenario1Forward;Transformation;100;34,72
Scenario1Forward;Load;1000;357,39
Scenario1Forward;Initialize;1000;43,25
Scenario1Forward;Transformation;1000;61,28
Scenario1Forward;Load;1000;350,87
Scenario1Forward;Initialize;1000;46,04
Scenario1Forward;Transformation;1000;60,80
Scenario1Forward;Load;1000;325,40
Scenario1Forward;Initialize;1000;41,89
Scenario1Forward;Transformation;1000;64,51
Scenario1Forward;Load;1000;349,71
Scenario1Forward;Initialize;1000;43,06
Scenario1Forward;Transformation;1000;61,73
Scenario1Forward;Load;1000;346,63
Scenario1Forward;Initialize;1000;48,67
Scenario1Forward;Transformation;1000;59,25
Scenario1Forward;Load;1;510,43
Scenario1Forward;Initialize;1;56,99
Scenario1Forward;Transformation;1;41,03
Scenario1Forward;Load;1;656,71
Scenario1Forward;Initialize;1;190,82
Scenario1Forward;Transformation;1;55,38
Scenario1Forward;Load;1;609,79
Scenario1Forward;Initialize;1;61,79
Scenario1Forward;Transformation;1;49,27
Scenario1Forward;Load;1;465,15
Scenario1Forward;Initialize;1;53,74
Scenario1Forward;Transformation;1;30,11
Scenario1Forward;Load;1;501,26
Scenario1Forward;Initialize;1;96,36
Scenario1Forward;Transformation;1;52,19
Scenario1Forward;Load;10;493,26
Scenario1Forward;Initialize;10;66,38
Scenario1Forward;Transformation;10;39,99
Scenario1Forward;Load;10;370,11
Scenario1Forward;Initialize;10;44,76
Scenario1Forward;Transformation;10;29,13
Scenario1Forward;Load;10;492,48
Scenario1Forward;Initialize;10;58,87
Scenario1Forward;Transformation;10;32,15
Scenario1Forward;Load;10;487,29
Scenario1Forward;Initialize;10;57,61
Scenario1Forward;Transformation;10;42,16
Scenario1Forward;Load;10;480,44
Scenario1Forward;Initialize;10;54,47
Scenario1Forward;Transformation;10;51,26
Scenario1Forward;Load;100;551,95
Scenario1Forward;Initialize;100;91,87
Scenario1Forward;Transformation;100;75,02
Scenario1Forward;Load;100;384,32
Scenario1Forward;Initialize;100;49,05
Scenario1Forward;Transformation;100;39,05
Scenario1Forward;Load;100;398,84
Scenario1Forward;Initialize;100;80,77
Scenario1Forward;Transformation;100;81,22
Scenario1Forward;Load;100;400,19
Scenario1Forward;Initialize;100;52,74
Scenario1Forward;Transformation;100;39,40
Scenario1Forward;Load;100;341,80
Scenario1Forward;Initialize;100;46,70
Scenario1Forward;Transformation;100;35,54
Scenario1Forward;Load;1000;350,91
Scenario1Forward;Initialize;1000;45,20
Scenario1Forward;Transformation;1000;64,83
Scenario1Forward;Load;1000;350,05
Scenario1Forward;Initialize;1000;47,21
Scenario1Forward;Transformation;1000;68,61
Scenario1Forward;Load;1000;336,82
Scenario1Forward;Initialize;1000;48,10
Scenario1Forward;Transformation;1000;56,65
Scenario1Forward;Load;1000;331,04
Scenario1Forward;Initialize;1000;44,76
Scenario1Forward;Transformation;1000;56,61
Scenario1Forward;Load;1000;351,71
Scenario1Forward;Initialize;1000;49,72
Scenario1Forward;Transformation;1000;67,85
Scenario2Forward;Load;1;370,53
Scenario2Forward;Initialize;1;32,74
Scenario2Forward;Transformation;1;32,82
Scenario2Forward;Load;1;348,74
Scenario2Forward;Initialize;1;25,92
Scenario2Forward;Transformation;1;27,02
Scenario2Forward;Load;1;348,97
Scenario2Forward;Initialize;1;30,04
Scenario2Forward;Transformation;1;26,48
Scenario2Forward;Load;1;342,11
Scenario2Forward;Initialize;1;26,53
Scenario2Forward;Transformation;1;28,18
Scenario2Forward;Load;1;324,97
Scenario2Forward;Initialize;1;25,91
Scenario2Forward;Transformation;1;27,74
Scenario2Forward;Load;10;334,97
Scenario2Forward;Initialize;10;29,66
Scenario2Forward;Transformation;10;28,82
Scenario2Forward;Load;10;330,96
Scenario2Forward;Initialize;10;27,26
Scenario2Forward;Transformation;10;26,70
Scenario2Forward;Load;10;338,52
Scenario2Forward;Initialize;10;26,04
Scenario2Forward;Transformation;10;27,87
Scenario2Forward;Load;10;344,31
Scenario2Forward;Initialize;10;32,28
Scenario2Forward;Transformation;10;28,15
Scenario2Forward;Load;10;340,66
Scenario2Forward;Initialize;10;24,93
Scenario2Forward;Transformation;10;27,95
Scenario2Forward;Load;100;338,71
Scenario2Forward;Initialize;100;26,35
Scenario2Forward;Transformation;100;27,81
Scenario2Forward;Load;100;347,08
Scenario2Forward;Initialize;100;26,73
Scenario2Forward;Transformation;100;33,72
Scenario2Forward;Load;100;336,60
Scenario2Forward;Initialize;100;29,56
Scenario2Forward;Transformation;100;32,92
Scenario2Forward;Load;100;346,13
Scenario2Forward;Initialize;100;28,37
Scenario2Forward;Transformation;100;30,23
Scenario2Forward;Load;100;360,80
Scenario2Forward;Initialize;100;27,28
Scenario2Forward;Transformation;100;28,23
Scenario2Forward;Load;1000;324,89
Scenario2Forward;Initialize;1000;28,46
Scenario2Forward;Transformation;1000;56,47
Scenario2Forward;Load;1000;346,76
Scenario2Forward;Initialize;1000;25,56
Scenario2Forward;Transformation;1000;54,36
Scenario2Forward;Load;1000;335,17
Scenario2Forward;Initialize;1000;26,67
Scenario2Forward;Transformation;1000;60,33
Scenario2Forward;Load;1000;342,64
Scenario2Forward;Initialize;1000;28,47
Scenario2Forward;Transformation;1000;62,78
Scenario2Forward;Load;1000;339,45
Scenario2Forward;Initialize;1000;27,93
Scenario2Forward;Transformation;1000;56,53
Scenario2Forward;Load;1;366,06
Scenario2Forward;Initialize;1;29,39
Scenario2Forward;Transformation;1;27,19
Scenario2Forward;Load;1;344,54
Scenario2Forward;Initialize;1;29,72
Scenario2Forward;Transformation;1;35,43
Scenario2Forward;Load;1;339,97
Scenario2Forward;Initialize;1;28,15
Scenario2Forward;Transformation;1;27,91
Scenario2Forward;Load;1;344,58
Scenario2Forward;Initialize;1;31,77
Scenario2Forward;Transformation;1;37,50
Scenario2Forward;Load;1;383,28
Scenario2Forward;Initialize;1;29,29
Scenario2Forward;Transformation;1;29,29
Scenario2Forward;Load;10;341,68
Scenario2Forward;Initialize;10;30,43
Scenario2Forward;Transformation;10;30,93
Scenario2Forward;Load;10;374,81
Scenario2Forward;Initialize;10;29,10
Scenario2Forward;Transformation;10;26,09
Scenario2Forward;Load;10;345,30
Scenario2Forward;Initialize;10;26,46
Scenario2Forward;Transformation;10;31,88
